CA_0,CB_0,T_0_K,layer,problem,reference_index_within_layer,selection_seed,source_sample_index,x2_0,y1_0,y2_0,y3_0
,,,far_ood_10_20pct,vdp,6,20260816,13,,-0.13670449677659144,0.9818708274678203,0.0
,,,far_ood_10_20pct,vdp,7,20260816,16,,0.032391496384696405,0.8693507147050926,0.0
,,,far_ood_10_20pct,vdp,8,20260816,21,,-0.07838892747703853,1.123245989215196,0.0
,,,far_ood_10_20pct,vdp,9,20260816,25,,0.13872621110075795,0.9502424633398007,0.0
,,,far_ood_10_20pct,vdp,10,20260816,27,,0.1202676617859822,0.8715319257168886,0.0
,,,far_ood_10_20pct,vdp,11,20260816,28,,0.13351307325508233,0.9836233125595021,0.0
,,,far_ood_10_20pct,vdp,12,20260816,29,,0.015435121688467612,1.1246088024367162,0.0
,,,far_ood_10_20pct,vdp,13,20260816,32,,0.0922619498811661,0.8666693229086248,0.0
,,,far_ood_10_20pct,vdp,14,20260816,33,,-0.07480596786305564,1.1275306373315825,0.0
,,,far_ood_10_20pct,vdp,15,20260816,35,,0.04576643535977476,1.1285583484511736,0.0
,,,far_ood_10_20pct,vdp,16,20260816,36,,-0.007161353458026404,0.8791142463287999,0.0
,,,far_ood_10_20pct,vdp,17,20260816,38,,-0.07089942713837022,1.13274799154762,0.0
,,,far_ood_10_20pct,vdp,18,20260816,39,,0.13899260597072016,1.0573602181424766,0.0
,,,far_ood_10_20pct,vdp,19,20260816,41,,0.1313164021238274,1.1203272822075894,0.0
,,,far_ood_10_20pct,vdp,20,20260816,42,,0.07059042150893488,0.8727103407338332,0.0
,,,far_ood_10_20pct,vdp,21,20260816,43,,-0.1253298243479123,0.887597103676998,0.0
,,,far_ood_10_20pct,vdp,22,20260816,44,,0.019122159675618228,0.8799763667043191,0.0
,,,far_ood_10_20pct,vdp,23,20260816,45,,0.12956636536788374,0.8962462010528748,0.0
,,,far_ood_10_20pct,vdp,24,20260816,47,,0.047918971063029725,1.129222051436432,0.0
,,,far_ood_10_20pct,vdp,25,20260816,48,,-0.1264247766504899,0.8913388952862445,0.0
,,,far_ood_10_20pct,vdp,26,20260816,51,,-0.1374362258667013,0.9795923586840646,0.0
,,,far_ood_10_20pct,vdp,27,20260816,53,,-0.01070661467232889,0.862037045436289,0.0
,,,far_ood_10_20pct,vdp,28,20260816,54,,0.12939900295779766,0.9111411561679759,0.0
,,,far_ood_10_20pct,vdp,29,20260816,57,,0.12815266603164838,1.0057013775867658,0.0
,,,far_ood_10_20pct,vdp,30,20260816,59,,0.045366645562224306,1.1304159136429872,0.0
,,,far_ood_10_20pct,vdp,31,20260816,64,,0.1313479082986717,0.887886150041327,0.0
,,,far_ood_10_20pct,vdp,32,20260816,65,,-0.1362128928877238,1.1247985519125434,0.0
,,,far_ood_10_20pct,vdp,33,20260816,66,,-0.1263570959442066,1.1072312229306736,0.0
,,,far_ood_10_20pct,vdp,34,20260816,67,,-0.13438835095347595,0.9374166491621122,0.0
,,,far_ood_10_20pct,vdp,35,20260816,72,,-0.10588718192712654,0.8700407741297729,0.0
,,,far_ood_10_20pct,vdp,36,20260816,76,,0.08382506314479327,1.125544866126308,0.0
,,,far_ood_10_20pct,vdp,37,20260816,77,,-0.03851234048727763,0.8738062642611446,0.0
,,,far_ood_10_20pct,vdp,38,20260816,79,,0.13646570156901927,1.0163052835395616,0.0
,,,far_ood_10_20pct,vdp,39,20260816,80,,0.11825187498886586,0.8737106330554614,0.0
,,,far_ood_10_20pct,vdp,40,20260816,83,,-0.03478599569588568,0.8793607038494744,0.0
,,,far_ood_10_20pct,vdp,41,20260816,88,,0.009577567714448981,0.8780947014498144,0.0
,,,far_ood_10_20pct,vdp,42,20260816,89,,-0.07084696683335531,1.1244652542462317,0.0
,,,far_ood_10_20pct,vdp,43,20260816,91,,-0.12196704668287595,1.0115700186220589,0.0
,,,far_ood_10_20pct,vdp,44,20260816,92,,-0.06300975301802589,1.1307001358133932,0.0
,,,far_ood_10_20pct,vdp,45,20260816,93,,-0.12152393286514049,0.9988922114798854,0.0
,,,far_ood_10_20pct,vdp,46,20260816,94,,-0.0928394796246564,1.1392268598274669,0.0
,,,far_ood_10_20pct,vdp,47,20260816,97,,-0.13693223950997255,1.124882390102993,0.0
,,,far_ood_10_20pct,vdp,48,20260816,98,,0.13605138259639926,0.995036183913233,0.0
,,,far_ood_10_20pct,vdp,49,20260816,99,,-0.13046986892197607,1.1021479042713462,0.0
,,,near_ood_0_10pct,penicillin,0,20260825,0,0.306380752729878,,,
,,,near_ood_0_10pct,penicillin,1,20260825,1,0.08888817070093578,,,
,,,near_ood_0_10pct,penicillin,2,20260825,2,0.31483340161782997,,,
,,,near_ood_0_10pct,penicillin,3,20260825,7,0.3069372040270598,,,
,,,near_ood_0_10pct,penicillin,4,20260825,10,0.08515800842244342,,,
,,,near_ood_0_10pct,penicillin,5,20260825,11,0.31399045748688403,,,
,,,near_ood_0_10pct,penicillin,6,20260825,16,0.08378531966196325,,,
,,,near_ood_0_10pct,penicillin,7,20260825,18,0.08374677797461093,,,
,,,near_ood_0_10pct,penicillin,8,20260825,20,0.3025290178601191,,,
,,,near_ood_0_10pct,penicillin,9,20260825,23,0.08481832001747393,,,
,,,near_ood_0_10pct,penicillin,10,20260825,24,0.08318554686332352,,,
,,,near_ood_0_10pct,penicillin,11,20260825,26,0.31313209017642823,,,
,,,near_ood_0_10pct,penicillin,12,20260825,29,0.3103319071329294,,,
,,,near_ood_0_10pct,penicillin,13,20260825,31,0.0909795512326935,,,
,,,near_ood_0_10pct,penicillin,14,20260825,32,0.08755676421146733,,,
,,,near_ood_0_10pct,penicillin,15,20260825,33,0.09292562775489356,,,
,,,near_ood_0_10pct,penicillin,16,20260825,35,0.30577845744005205,,,
,,,near_ood_0_10pct,penicillin,17,20260825,36,0.30845654306190096,,,
,,,near_ood_0_10pct,penicillin,18,20260825,38,0.30362454574762127,,,
,,,near_ood_0_10pct,penicillin,19,20260825,39,0.31690435760726027,,,
,,,near_ood_0_10pct,penicillin,20,20260825,43,0.30927225417592874,,,
,,,near_ood_0_10pct,penicillin,21,20260825,45,0.08950326712087305,,,
,,,near_ood_0_10pct,penicillin,22,20260825,47,0.09160009075127182,,,
,,,near_ood_0_10pct,penicillin,23,20260825,49,0.08705504814284995,,,
,,,near_ood_0_10pct,penicillin,24,20260825,50,0.3177251304448651,,,
,,,near_ood_0_10pct,penicillin,25,20260825,55,0.08503535492679759,,,
,,,near_ood_0_10pct,penicillin,26,20260825,57,0.3117510711319521,,,
,,,near_ood_0_10pct,penicillin,27,20260825,60,0.09363458672646086,,,
,,,near_ood_0_10pct,penicillin,28,20260825,62,0.08691832039109769,,,
,,,near_ood_0_10pct,penicillin,29,20260825,63,0.31581496195081,,,
,,,near_ood_0_10pct,penicillin,30,20260825,64,0.0954080680248367,,,
,,,near_ood_0_10pct,penicillin,31,20260825,66,0.31295899344198524,,,
,,,near_ood_0_10pct,penicillin,32,20260825,67,0.3005513428856484,,,
,,,near_ood_0_10pct,penicillin,33,20260825,68,0.0972153950028465,,,
,,,near_ood_0_10pct,penicillin,34,20260825,72,0.08514131223004735,,,
,,,near_ood_0_10pct,penicillin,35,20260825,73,0.31760045495073125,,,
,,,near_ood_0_10pct,penicillin,36,20260825,74,0.3148692074715045,,,
,,,near_ood_0_10pct,penicillin,37,20260825,76,0.0803553630551305,,,
,,,near_ood_0_10pct,penicillin,38,20260825,80,0.08413090263896285,,,
,,,near_ood_0_10pct,penicillin,39,20260825,83,0.3095474005568502,,,
,,,near_ood_0_10pct,penicillin,40,20260825,85,0.30879396200999254,,,
,,,near_ood_0_10pct,penicillin,41,20260825,86,0.09996998290717704,,,
,,,near_ood_0_10pct,penicillin,42,20260825,87,0.0941230462561881,,,
,,,near_ood_0_10pct,penicillin,43,20260825,88,0.09523138649268048,,,
,,,near_ood_0_10pct,penicillin,44,20260825,89,0.311401414380141,,,
,,,near_ood_0_10pct,penicillin,45,20260825,91,0.08525180919545171,,,
,,,near_ood_0_10pct,penicillin,46,20260825,93,0.08183268855798241,,,
,,,near_ood_0_10pct,penicillin,47,20260825,94,0.30865082130270394,,,
,,,near_ood_0_10pct,penicillin,48,20260825,95,0.08754210946527473,,,
,,,near_ood_0_10pct,penicillin,49,20260825,99,0.0993709725934853,,,
,,,far_ood_10_20pct,penicillin,0,20260826,2,0.0736241357752736,,,
,,,far_ood_10_20pct,penicillin,1,20260826,3,0.33938530707306963,,,
,,,far_ood_10_20pct,penicillin,2,20260826,4,0.32199851103492505,,,
,,,far_ood_10_20pct,penicillin,3,20260826,5,0.060856584176808066,,,
,,,far_ood_10_20pct,penicillin,4,20260826,7,0.07358698759759627,,,
,,,far_ood_10_20pct,penicillin,5,20260826,8,0.32434646724629695,,,
,,,far_ood_10_20pct,penicillin,6,20260826,9,0.3304884437626852,,,
,,,far_ood_10_20pct,penicillin,7,20260826,10,0.32472372201847893,,,
,,,far_ood_10_20pct,penicillin,8,20260826,11,0.06922417963061227,,,
,,,far_ood_10_20pct,penicillin,9,20260826,13,0.0646955351948085,,,
,,,far_ood_10_20pct,penicillin,10,20260826,14,0.0750346428516655,,,
,,,far_ood_10_20pct,penicillin,11,20260826,15,0.336049943045212,,,
,,,far_ood_10_20pct,penicillin,12,20260826,17,0.3272592257640109,,,
,,,far_ood_10_20pct,penicillin,13,20260826,21,0.3202265822590286,,,
,,,far_ood_10_20pct,penicillin,14,20260826,23,0.3247554722937688,,,
,,,far_ood_10_20pct,penicillin,15,20260826,25,0.06445194482120448,,,
,,,far_ood_10_20pct,penicillin,16,20260826,26,0.07088122989627668,,,
,,,far_ood_10_20pct,penicillin,17,20260826,28,0.3227636574120165,,,
,,,far_ood_10_20pct,penicillin,18,20260826,29,0.33694366865212644,,,
,,,far_ood_10_20pct,penicillin,19,20260826,33,0.3276037882448941,,,
,,,far_ood_10_20pct,penicillin,20,20260826,36,0.060533618229624636,,,
,,,far_ood_10_20pct,penicillin,21,20260826,38,0.3369263028153723,,,
,,,far_ood_10_20pct,penicillin,22,20260826,39,0.06871321949616693,,,
,,,far_ood_10_20pct,penicillin,23,20260826,42,0.33996098065629843,,,
,,,far_ood_10_20pct,penicillin,24,20260826,43,0.06992801755186481,,,
,,,far_ood_10_20pct,penicillin,25,20260826,46,0.3358226343487278,,,
,,,far_ood_10_20pct,penicillin,26,20260826,48,0.33554077690472095,,,
,,,far_ood_10_20pct,penicillin,27,20260826,50,0.07826025331446228,,,
,,,far_ood_10_20pct,penicillin,28,20260826,56,0.0741799120949764,,,
,,,far_ood_10_20pct,penicillin,29,20260826,60,0.0706697595109931,,,
,,,far_ood_10_20pct,penicillin,30,20260826,62,0.32446501837071956,,,
,,,far_ood_10_20pct,penicillin,31,20260826,63,0.3338078877018858,,,
,,,far_ood_10_20pct,penicillin,32,20260826,65,0.07472019588626597,,,
,,,far_ood_10_20pct,penicillin,33,20260826,68,0.0612343191885128,,,
,,,far_ood_10_20pct,penicillin,34,20260826,71,0.33869744592196777,,,
,,,far_ood_10_20pct,penicillin,35,20260826,76,0.3227209562933658,,,
,,,far_ood_10_20pct,penicillin,36,20260826,77,0.06093449699474137,,,
,,,far_ood_10_20pct,penicillin,37,20260826,78,0.0657669879969739,,,
,,,far_ood_10_20pct,penicillin,38,20260826,79,0.32947305491925544,,,
,,,far_ood_10_20pct,penicillin,39,20260826,82,0.32208189256958913,,,
,,,far_ood_10_20pct,penicillin,40,20260826,84,0.3212442003303459,,,
,,,far_ood_10_20pct,penicillin,41,20260826,85,0.06068007233183915,,,
,,,far_ood_10_20pct,penicillin,42,20260826,86,0.33581851935599105,,,
,,,far_ood_10_20pct,penicillin,43,20260826,87,0.07533920195466907,,,
,,,far_ood_10_20pct,penicillin,44,20260826,93,0.06463074536097455,,,
,,,far_ood_10_20pct,penicillin,45,20260826,94,0.3322331687044734,,,
,,,far_ood_10_20pct,penicillin,46,20260826,95,0.06265019015312823,,,
,,,far_ood_10_20pct,penicillin,47,20260826,96,0.3354329422346754,,,
,,,far_ood_10_20pct,penicillin,48,20260826,98,0.32328698759210395,,,
,,,far_ood_10_20pct,penicillin,49,20260826,99,0.06762404356314725,,,
0.3205141838772889,0.6794858161227111,420.0780708962623,near_ood_0_10pct,cstr,0,20260835,1,,,,
0.28955457972767307,0.7104454202723269,420.93028979184203,near_ood_0_10pct,cstr,1,20260835,3,,,,
0.3638719503229761,0.6361280496770239,409.96079048941726,near_ood_0_10pct,cstr,2,20260835,4,,,,
0.2952931236509859,0.7047068763490141,414.02847488206055,near_ood_0_10pct,cstr,3,20260835,6,,,,
0.3331024079047864,0.6668975920952136,420.1053912522081,near_ood_0_10pct,cstr,4,20260835,7,,,,
0.28369565984092776,0.7163043401590723,419.61752463650396,near_ood_0_10pct,cstr,5,20260835,8,,,,
0.28393695002568753,0.7160630499743125,409.33804132663755,near_ood_0_10pct,cstr,6,20260835,13,,,,
0.35525676580230114,0.6447432341976989,409.8764692953743,near_ood_0_10pct,cstr,7,20260835,16,,,,
0.4454928905665012,0.5545071094334988,420.8076876253239,near_ood_0_10pct,cstr,8,20260835,20,,,,
0.4576058018997224,0.5423941981002776,409.16049342407905,near_ood_0_10pct,cstr,9,20260835,21,,,,
0.4264891238835996,0.5735108761164004,409.52017343477763,near_ood_0_10pct,cstr,10,20260835,24,,,,
0.2890985769301635,0.7109014230698365,411.22040959192,near_ood_0_10pct,cstr,11,20260835,25,,,,
0.28822743930540895,0.711772560694591,409.43614158694754,near_ood_0_10pct,cstr,12,20260835,26,,,,
0.36820290426171737,0.6317970957382826,420.87185144626295,near_ood_0_10pct,cstr,13,20260835,27,,,,
0.28772772972506416,0.7122722702749358,414.66091456046126,near_ood_0_10pct,cstr,14,20260835,28,,,,
0.37394228271778585,0.6260577172822142,409.3180937647099,near_ood_0_10pct,cstr,15,20260835,29,,,,
0.34414911677124926,0.6558508832287507,409.5800885173582,near_ood_0_10pct,cstr,16,20260835,31,,,,
0.31170508548224374,0.6882949145177563,420.9135330717994,near_ood_0_10pct,cstr,17,20260835,33,,,,
0.4328880483054582,0.5671119516945418,409.0894278478449,near_ood_0_10pct,cstr,18,20260835,34,,,,
0.3825919435475978,0.6174080564524023,420.91542265980195,near_ood_0_10pct,cstr,19,20260835,35,,,,
0.31117538598441913,0.6888246140155809,409.1395223936085,near_ood_0_10pct,cstr,20,20260835,36,,,,
0.47526818199080956,0.5247318180091904,420.07128044447677,near_ood_0_10pct,cstr,21,20260835,37,,,,
0.2927990738276461,0.707200926172354,414.34394175895756,near_ood_0_10pct,cstr,22,20260835,38,,,,
0.40110094076730995,0.59889905923269,420.93514042671507,near_ood_0_10pct,cstr,23,20260835,40,,,,
0.45133416408168525,0.5486658359183147,409.3437142220862,near_ood_0_10pct,cstr,24,20260835,43,,,,
0.4160624142750352,0.5839375857249648,409.14748483192994,near_ood_0_10pct,cstr,25,20260835,44,,,,
0.4076080135193954,0.5923919864806046,420.15774134642993,near_ood_0_10pct,cstr,26,20260835,45,,,,
0.48932041906794455,0.5106795809320555,409.5885536093868,near_ood_0_10pct,cstr,27,20260835,46,,,,
0.3107931645649121,0.6892068354350879,409.88324061071216,near_ood_0_10pct,cstr,28,20260835,47,,,,
0.295261823447621,0.704738176552379,411.230443518626,near_ood_0_10pct,cstr,29,20260835,48,,,,
0.32859559298369134,0.6714044070163087,420.475494649743,near_ood_0_10pct,cstr,30,20260835,53,,,,
0.29102962762506196,0.7089703723749381,412.23042752405564,near_ood_0_10pct,cstr,31,20260835,54,,,,
0.31410624526666897,0.685893754733331,420.16939612315093,near_ood_0_10pct,cstr,32,20260835,55,,,,
0.28443917574212924,0.7155608242578708,411.5663248532283,near_ood_0_10pct,cstr,33,20260835,59,,,,
0.2898655329160314,0.7101344670839687,411.6334585212521,near_ood_0_10pct,cstr,34,20260835,61,,,,
0.37003312288596857,0.6299668771140314,420.5013415936519,near_ood_0_10pct,cstr,35,20260835,63,,,,
0.28226236787353054,0.7177376321264695,415.86156491338284,near_ood_0_10pct,cstr,36,20260835,66,,,,
0.2936451022347942,0.7063548977652059,410.0866315423107,near_ood_0_10pct,cstr,37,20260835,69,,,,
0.29045358700663965,0.7095464129933604,414.176351362265,near_ood_0_10pct,cstr,38,20260835,71,,,,
0.46802150524630637,0.5319784947536936,409.20906288037986,near_ood_0_10pct,cstr,39,20260835,72,,,,
0.4778638426969514,0.5221361573030485,409.5299303329797,near_ood_0_10pct,cstr,40,20260835,75,,,,
0.2873478360981936,0.7126521639018064,410.15873608034184,near_ood_0_10pct,cstr,41,20260835,76,,,,
0.2939521069010835,0.7060478930989165,417.72607392541244,near_ood_0_10pct,cstr,42,20260835,83,,,,
0.36292607019056466,0.6370739298094353,409.0365109339652,near_ood_0_10pct,cstr,43,20260835,87,,,,
0.3882301608796686,0.6117698391203314,409.97854266797526,near_ood_0_10pct,cstr,44,20260835,88,,,,
0.34776325576061573,0.6522367442393843,420.73173524851444,near_ood_0_10pct,cstr,45,20260835,91,,,,
0.4387096924670106,0.5612903075329894,420.30121204129796,near_ood_0_10pct,cstr,46,20260835,93,,,,
0.47153994214513956,0.5284600578548604,420.4635255681807,near_ood_0_10pct,cstr,47,20260835,96,,,,
0.4687061717301271,0.5312938282698729,420.51632929970987,near_ood_0_10pct,cstr,48,20260835,98,,,,
0.292724188034952,0.707275811965048,416.74425969749046,near_ood_0_10pct,cstr,49,20260835,99,,,,
0.26741619624428115,0.7325838037557189,410.66185642437387,far_ood_10_20pct,cstr,0,20260836,0,,,,
0.2719145533308926,0.7280854466691074,409.42504513765357,far_ood_10_20pct,cstr,1,20260836,2,,,,
0.2877156029210406,0.7122843970789594,421.8030668643099,far_ood_10_20pct,cstr,2,20260836,3,,,,
0.2683418586821464,0.7316581413178536,413.9679405930352,far_ood_10_20pct,cstr,3,20260836,5,,,,
0.43159804973139326,0.5684019502686067,408.86281269911717,far_ood_10_20pct,cstr,4,20260836,7,,,,
0.4875625878339185,0.5124374121660815,408.04381633073297,far_ood_10_20pct,cstr,5,20260836,11,,,,
0.36212909141995286,0.6378709085800471,421.4496750533994,far_ood_10_20pct,cstr,6,20260836,12,,,,
0.3610736176321008,0.6389263823678992,421.2462487185044,far_ood_10_20pct,cstr,7,20260836,14,,,,
0.37217153050640234,0.6278284694935976,421.7633041732058,far_ood_10_20pct,cstr,8,20260836,15,,,,
0.2791308054255375,0.7208691945744625,416.7799776091344,far_ood_10_20pct,cstr,9,20260836,17,,,,
0.3491827910672281,0.650817208932772,408.68315882921917,far_ood_10_20pct,cstr,10,20260836,18,,,,
0.30669515157807015,0.6933048484219299,408.0487010742042,far_ood_10_20pct,cstr,11,20260836,19,,,,
0.27388565671625714,0.7261143432837429,415.24516009686783,far_ood_10_20pct,cstr,12,20260836,22,,,,
0.49800761675270133,0.5019923832472987,421.4678871226622,far_ood_10_20pct,cstr,13,20260836,23,,,,
0.4413006985525574,0.5586993014474426,408.47670324223844,far_ood_10_20pct,cstr,14,20260836,24,,,,
0.279293852170739,0.720706147829261,414.15931925969716,far_ood_10_20pct,cstr,15,20260836,25,,,,
0.3542507332521844,0.6457492667478155,408.05834785548075,far_ood_10_20pct,cstr,16,20260836,28,,,,
0.3686095179403832,0.6313904820596168,408.0764447400212,far_ood_10_20pct,cstr,17,20260836,31,,,,
0.3713338758799316,0.6286661241200684,408.04725289767185,far_ood_10_20pct,cstr,18,20260836,33,,,,
0.2971347809400056,0.7028652190599944,421.66489536823883,far_ood_10_20pct,cstr,19,20260836,36,,,,
0.3876616734862321,0.6123383265137678,408.6195783420513,far_ood_10_20pct,cstr,20,20260836,38,,,,
0.3758449267785341,0.6241550732214659,408.3192135065916,far_ood_10_20pct,cstr,21,20260836,40,,,,
0.2610909752358517,0.7389090247641483,411.91284286550587,far_ood_10_20pct,cstr,22,20260836,43,,,,
0.3126928215312602,0.6873071784687398,408.8054367528684,far_ood_10_20pct,cstr,23,20260836,45,,,,
0.3888171965992271,0.6111828034007729,408.92798902855327,far_ood_10_20pct,cstr,24,20260836,46,,,,
0.45166153254206964,0.5483384674579304,421.68026039913565,far_ood_10_20pct,cstr,25,20260836,47,,,,
0.2658352003525803,0.7341647996474197,414.80867669028396,far_ood_10_20pct,cstr,26,20260836,49,,,,
0.35965957957010897,0.640340420429891,408.87693041466684,far_ood_10_20pct,cstr,27,20260836,50,,,,
0.36142514447444996,0.63857485552555,408.48725995357955,far_ood_10_20pct,cstr,28,20260836,53,,,,
0.43000997145473924,0.5699900285452608,421.5945875703183,far_ood_10_20pct,cstr,29,20260836,55,,,,
0.2701872077298415,0.7298127922701585,414.3647752139702,far_ood_10_20pct,cstr,30,20260836,56,,,,
0.27286568996502253,0.7271343100349774,410.1422169527505,far_ood_10_20pct,cstr,31,20260836,58,,,,
0.35780274008496143,0.6421972599150385,408.7550287961314,far_ood_10_20pct,cstr,32,20260836,61,,,,
0.2886805795218183,0.7113194204781816,421.3711108123072,far_ood_10_20pct,cstr,33,20260836,62,,,,
0.4972615302930143,0.5027384697069857,421.3294947370797,far_ood_10_20pct,cstr,34,20260836,63,,,,
0.33646692852435417,0.6635330714756458,408.61324734149014,far_ood_10_20pct,cstr,35,20260836,64,,,,
0.27523765452737436,0.7247623454726256,411.39356800404124,far_ood_10_20pct,cstr,36,20260836,67,,,,
0.36735829720198476,0.6326417027980152,408.11038995769445,far_ood_10_20pct,cstr,37,20260836,70,,,,
0.47853728660321976,0.5214627133967802,408.4348924578779,far_ood_10_20pct,cstr,38,20260836,71,,,,
0.4849622124485176,0.5150377875514824,421.80947745134154,far_ood_10_20pct,cstr,39,20260836,72,,,,
0.26799062186978256,0.7320093781302175,410.283167904745,far_ood_10_20pct,cstr,40,20260836,74,,,,
0.2737352669422317,0.7262647330577683,413.53590456328504,far_ood_10_20pct,cstr,41,20260836,77,,,,
0.46810120962271407,0.5318987903772859,421.828098531127,far_ood_10_20pct,cstr,42,20260836,80,,,,
0.2642708536456387,0.7357291463543614,413.24001869744893,far_ood_10_20pct,cstr,43,20260836,86,,,,
0.267619398945089,0.732380601054911,417.93543808082944,far_ood_10_20pct,cstr,44,20260836,87,,,,
