accepted,fallback,filter_seconds,hds_gmax,objective,corrected_segments,problem,point_id,seed,adaptive_model,inference_seconds,total_deployment_seconds,jiang_solve_seconds,jiang_objective,jiang_hds_gmax,relative_objective_difference
True,False,0.09589439999945171,-0.00047694200222136995,3.633531054954577,0,VDP,vdp_011,20260751,S,5.501000000549538e-06,0.09589990099945225,0.2758267,3.6296183336024628,-7.01227964000628e-06,0.0010779980131494242
True,False,0.11170210000000225,-0.004968062959098685,3.179343534132131,1,VDP,vdp_012,20260751,S,5.501000000549538e-06,0.11170760100000279,0.1609015,3.158266864760289,-1.3861099816991906e-05,0.006673492226706428
True,False,0.10578200000054494,-0.000896478477839413,2.9125933544084526,1,VDP,vdp_013,20260751,S,5.501000000549538e-06,0.10578750100054549,0.1941938,2.9087411919529957,-1.1775446671857814e-05,0.0013243400499548745
True,False,0.09338599999955477,-0.0015011032758635023,3.3729849423102554,0,VDP,vdp_014,20260751,S,5.501000000549538e-06,0.09339150099955532,0.5348784,3.3675567469418666,-6.223765770474454e-06,0.0016119091009582011
True,False,0.1123064000003069,-0.005331688306464966,3.1840383644431602,1,VDP,vdp_015,20260751,S,5.501000000549538e-06,0.11231190100030744,0.4423417,3.16128899068242,-1.0342491632342465e-05,0.007196233507215489
True,False,0.09485020000010991,-0.003189512693162644,2.743160928129906,0,VDP,vdp_016,20260751,S,5.501000000549538e-06,0.09485570100011045,0.1838264,2.7346119949803875,-1.2871337653763693e-05,0.00312619602532667
True,False,0.10556160000032833,-8.233356780529277e-05,2.6752852042032793,1,VDP,vdp_017,20260751,S,5.501000000549538e-06,0.10556710100032887,0.1810748,2.674164587453959,-1.2601454838945259e-05,0.0004190530211108724
True,False,0.11429559999942285,-0.005940288453164688,3.1087442241991683,1,VDP,vdp_018,20260751,S,5.501000000549538e-06,0.1143011009994234,0.3002696,3.0796241742600476,-1.106234329029121e-05,0.009455715467656839
True,False,0.100114200000462,-0.0011365831040966445,3.258899885147002,1,VDP,vdp_019,20260751,S,5.501000000549538e-06,0.10011970100046255,0.5314688,3.2410790761432913,-6.269457618224283e-06,0.005498418454176204
True,False,0.11404560000028141,-0.006051140575587144,2.678329956417473,1,VDP,vdp_020,20260751,S,5.501000000549538e-06,0.11405110100028196,0.3477777,2.653094939069625,-9.094887879701474e-06,0.009511539514186115
True,False,0.09274529999947845,-0.0012314094425008304,2.6346395384256076,0,VDP,vdp_021,20260751,S,5.501000000549538e-06,0.092750800999479,0.2568223,2.6312745725232642,-1.1274026672225546e-05,0.001278834956063337
True,False,0.11960939999971743,-0.011277346671943245,3.0895195634654224,1,VDP,vdp_022,20260751,S,5.501000000549538e-06,0.11961490099971797,0.3126368,3.0438539787739747,-9.968472305443843e-06,0.015002554330757116
True,False,0.09723870000016177,-0.0002605651991122171,2.512914894073439,0,VDP,vdp_023,20260751,S,5.501000000549538e-06,0.09724420100016232,0.3634458,2.5117297709638855,-9.072104610985399e-06,0.00047183543518650845
True,False,0.1135629999998855,-0.0031041281105973484,3.2316178762852545,1,VDP,vdp_024,20260751,S,5.501000000549538e-06,0.11356850099988605,0.3336177,3.213975508439424,-1.0451758177598691e-05,0.005489266423936453
True,False,0.105697500000133,-0.0004386817502929907,3.5722386092035268,0,VDP,vdp_025,20260751,S,5.501000000549538e-06,0.10570300100013355,0.2949467,3.568519665368167,-1.0511551325476098e-05,0.0010421531010327415
True,False,0.09540700000070501,-0.000823619684796939,2.844727904307213,0,VDP,vdp_026,20260751,S,5.501000000549538e-06,0.09541250100070556,0.1708315,2.8422587219764512,-1.306352308289016e-05,0.000868739468251023
True,False,0.11997969999993074,-0.008006380855862527,2.6858437393446475,1,VDP,vdp_027,20260751,S,5.501000000549538e-06,0.11998520099993129,0.2450737,2.6617020945310315,-1.1580082354856192e-05,0.00907000256084991
True,False,0.11671019999994314,-0.001549115268301815,2.7396272049302564,1,VDP,vdp_028,20260751,S,5.501000000549538e-06,0.11671570099994369,0.6161987,2.736528603249455,-6.679990265434643e-06,0.0011323110882604454
True,False,0.09391499999946973,-0.0002346795411435343,3.5580686552840626,0,VDP,vdp_029,20260751,S,5.501000000549538e-06,0.09392050099947027,0.3081545,3.5550835878128506,-1.1260674597779463e-05,0.0008396616837491666
True,False,0.10250900000028196,-0.000302422789767387,2.91262266513991,1,VDP,vdp_030,20260751,S,5.501000000549538e-06,0.1025145010002825,0.2889646,2.911928846443991,-1.1936501850939862e-05,0.00023826773678429507
True,False,0.10477050000008603,-0.000709863803310895,3.0123609139666105,1,VDP,vdp_031,20260751,S,5.501000000549538e-06,0.10477600100008658,0.3756477,3.009977424196236,-9.859966289327282e-06,0.0007918630057535975
True,False,0.11667959999977029,-0.002289964397245603,3.2771743399975617,1,VDP,vdp_032,20260751,S,5.501000000549538e-06,0.11668510099977084,0.3008348,3.2640315772378745,-1.0509819744097815e-05,0.004026542773464524
True,False,0.12385069999982079,-0.00043447185723699544,3.418639907402393,1,VDP,vdp_033,20260751,S,5.501000000549538e-06,0.12385620099982134,0.2090256,3.3936641891160293,-1.037300444195477e-05,0.007359513756978201
True,False,0.12287120000019058,-0.0004657383408529503,3.0417258221933303,1,VDP,vdp_034,20260751,S,5.501000000549538e-06,0.12287670100019113,0.4960615,3.030289078405805,-6.3706604759294905e-06,0.0037741428265127253
True,False,0.09077629999956116,-0.0008325231956743395,2.8042536155919793,0,VDP,vdp_035,20260751,S,5.501000000549538e-06,0.09078180099956171,0.6681279,2.7996751184653403,-6.296246117698523e-06,0.001635367295455577
True,False,0.09211450000020704,-0.00022624064744197758,2.5383641678277233,0,VDP,vdp_036,20260751,S,5.501000000549538e-06,0.09212000100020759,0.2552811,2.5376271450763417,-1.1001155541867647e-05,0.00029043776301481935
True,False,0.11037459999988641,-0.001101166823010702,2.9322565643779863,2,VDP,vdp_037,20260751,S,5.501000000549538e-06,0.11038010099988696,0.1754445,2.9289456382654024,-1.344308547479578e-05,0.0011304156927080063
True,False,0.10188770000058867,-0.00047284039600353767,3.278378674135935,1,VDP,vdp_038,20260751,S,5.501000000549538e-06,0.10189320100058921,0.3204554,3.272349246589068,-1.1590791022142444e-05,0.0018425379116094821
True,False,0.1126126999997723,-0.003593854823733089,2.7013485948441978,1,VDP,vdp_039,20260751,S,5.501000000549538e-06,0.11261820099977285,0.1921218,2.6830679704874734,-1.2490053630187514e-05,0.006813328830205923
True,False,0.09387489999971876,-0.004196284580839482,2.651446624322419,0,VDP,vdp_040,20260751,S,5.501000000549538e-06,0.09388040099971931,0.4370172,2.644488089959807,-7.590984269223444e-06,0.0026313351113325368
True,False,0.09339040000031673,-0.00030800297309235836,3.1895815836788572,0,VDP,vdp_041,20260751,S,5.501000000549538e-06,0.09339590100031728,0.8231719,3.183095957014222,-4.882819041707176e-06,0.0020375215677503346
True,False,0.0934079999997266,-0.0008759469920289753,3.1587791474022775,0,VDP,vdp_042,20260751,S,5.501000000549538e-06,0.09341350099972714,0.2997764,3.151669753855737,-1.0404207838488055e-05,0.0022557546005075252
True,False,0.10220969999954832,-0.00037261001666899496,3.414791567773949,1,VDP,vdp_043,20260751,S,5.501000000549538e-06,0.10221520099954887,0.2703721,3.4121643621207705,-1.0004260897589212e-05,0.0007699528435217371
True,False,0.11319370000001072,-0.0033339699098172693,3.21740591667198,1,VDP,vdp_044,20260751,S,5.501000000549538e-06,0.11319920100001127,0.3326499,3.1982616993885347,-1.0500795575296706e-05,0.005985819511613264
True,False,0.11382700000012846,-0.00172655150200407,3.0818450209136854,1,VDP,vdp_045,20260751,S,5.501000000549538e-06,0.11383250100012901,0.2279903,3.0682544348684444,-1.196815950565977e-05,0.0044294195066725975
True,False,0.135511100000258,-0.003703737697420273,2.526370635667959,1,VDP,vdp_046,20260751,S,5.501000000549538e-06,0.13551660100025856,0.2604924,2.473732905450137,-1.0777361796221463e-05,0.0212786635541171
True,False,0.09642100000019127,-0.00015778514489395157,2.733704258366796,0,VDP,vdp_047,20260751,S,5.501000000549538e-06,0.09642650100019182,0.3657997,2.730591070226591,-9.022142501868835e-06,0.0011401151106622239
True,False,0.11272350000035658,-0.005175559362026794,3.050557698471774,1,VDP,vdp_048,20260751,S,5.501000000549538e-06,0.11272900100035713,0.6963987,3.019382614029249,-6.634721569365176e-06,0.010324986405390738
True,False,0.11637979999977688,-0.004247732156363149,3.03930797104621,1,VDP,vdp_049,20260751,S,5.501000000549538e-06,0.11638530099977742,0.4293875,3.011175550852488,-1.0245207484771424e-05,0.009342670235801362
True,False,0.12136540000028617,-0.0010279285109698888,3.3642828921280676,1,VDP,vdp_050,20260751,S,5.501000000549538e-06,0.12137090100028672,0.6186019,3.279772899668445,-6.309477091848148e-06,0.02576702565844295
True,False,0.09331939999992755,-1.277360459406296e-06,3.5035045474388022,0,VDP,vdp_051,20260751,S,5.501000000549538e-06,0.0933249009999281,0.3362038,3.5013820247014733,-1.1376176003108363e-05,0.0006061957028267721
True,False,0.10488340000028984,-0.0008310486269836881,3.462977455554049,1,VDP,vdp_052,20260751,S,5.501000000549538e-06,0.10488890100029039,0.3114806,3.4529997524795832,-9.50564042390134e-06,0.002889575380739874
True,False,0.11181860000033339,-0.0036622317652317826,3.697403878621924,1,VDP,vdp_053,20260751,S,5.501000000549538e-06,0.11182410100033394,0.2841154,3.6476235672160198,-8.538844848859917e-06,0.013647326948240501
True,False,0.11116849999962142,-0.000538020518695892,3.236073033817436,1,VDP,vdp_054,20260751,S,5.501000000549538e-06,0.11117400099962196,0.3488874,3.2266546521917348,-1.0390225464396163e-05,0.00291893079394285
True,False,0.10324349999973492,-0.0022313798619263414,3.392536973427467,1,VDP,vdp_055,20260751,S,5.501000000549538e-06,0.10324900099973547,0.353953,3.382792466035433,-1.0366122608573836e-05,0.0028806104689756713
True,False,0.11667310000029829,-1.2517838350545318e-05,3.5697055851972452,1,VDP,vdp_056,20260751,S,5.501000000549538e-06,0.11667860100029884,0.2912811,3.551341981731196,-9.97828495702402e-06,0.005170891330802564
True,False,0.1203801999999996,-0.0007392101051307276,2.6423460076858185,2,VDP,vdp_057,20260751,S,5.501000000549538e-06,0.12038570100000015,0.565399,2.637601118896361,-5.001426774120521e-06,0.0017989409981153824
True,False,0.11146410000037577,-0.004328259560515801,3.236861721544372,1,VDP,vdp_058,20260751,S,5.501000000549538e-06,0.11146960100037631,0.3827275,3.213556976839891,-1.055289862661457e-05,0.0072520091824848625
True,False,0.09243310000056226,-0.0008325223664631398,2.7236590866927246,0,VDP,vdp_059,20260751,S,5.501000000549538e-06,0.09243860100056281,0.4988506,2.720782862452395,-7.716947582669942e-06,0.0010571311220833749
True,False,0.12115640000047279,-0.0069624950108768124,2.5752626932686598,1,VDP,vdp_060,20260751,S,5.501000000549538e-06,0.12116190100047333,0.1699278,2.5310289287057794,-1.2382744394801026e-05,0.01747659383154458
True,False,0.1049605000007432,-0.0017672394654370538,2.8820061942496795,1,VDP,vdp_061,20260751,S,5.501000000549538e-06,0.10496600100074374,0.1742013,2.8784828117224874,-1.3293240681055973e-05,0.0012240415377306668
True,False,0.12127789999976812,-0.0006550804882766159,3.627542866890213,1,VDP,vdp_062,20260751,S,5.501000000549538e-06,0.12128340099976867,0.3002278,3.612651491369319,-1.0719510528278686e-05,0.004122007217266778
True,False,0.10840270000062446,-0.005699277444622841,2.71035329750165,1,VDP,vdp_063,20260751,S,5.501000000549538e-06,0.10840820100062501,0.3319196,2.6920309596989997,-9.33240799444457e-06,0.006806139333813195
True,False,0.09438009999939823,-0.0031534032683255275,2.7953783973264876,0,VDP,vdp_064,20260751,S,5.501000000549538e-06,0.09438560099939877,0.4870144,2.788369085524034,-5.441391744853696e-06,0.0025137675779160268
True,False,0.11377559999982623,-0.0049363997170916996,3.1934932817703188,1,VDP,vdp_065,20260751,S,5.501000000549538e-06,0.11378110099982677,0.1690269,3.1677739603193373,-1.4053115557743912e-05,0.008119051981975607
True,False,0.10224870000001829,-0.0004853215818733658,3.311807309747572,1,VDP,vdp_066,20260751,S,5.501000000549538e-06,0.10225420100001884,0.3802175,3.3076977143393678,-1.0329484862792171e-05,0.0012424337902428324
True,False,0.1123011999998198,-0.0024644866374185503,3.2497715231045445,1,VDP,vdp_067,20260751,S,5.501000000549538e-06,0.11230670099982035,0.3283225,3.2351340840615355,-1.0540003801684517e-05,0.004524523145770997
True,False,0.09832989999995334,-0.00012187728986984281,2.640823905838507,0,VDP,vdp_068,20260751,S,5.501000000549538e-06,0.09833540099995389,0.1715967,2.638539348355264,-1.2467629490198195e-05,0.000865841733483019
True,False,0.10552289999941422,-0.0019289754496050193,3.3353533107731326,1,VDP,vdp_069,20260751,S,5.501000000549538e-06,0.10552840099941477,0.5419159,3.3260289415300495,-8.575270579513905e-06,0.0028034540309182293
True,False,0.0971360999992612,-0.002156963773724596,2.8145094201972176,0,VDP,vdp_070,20260751,S,5.501000000549538e-06,0.09714160099926175,0.2545142,2.8095186655424245,-1.1484727242050408e-05,0.0017763735532362452
True,False,0.10016530000029888,-0.0003790321268428709,2.530436855564583,1,VDP,vdp_071,20260751,S,5.501000000549538e-06,0.10017080100029943,0.2285828,2.525436479691075,-1.1334593894851697e-05,0.0019800046105772117
True,False,0.11814539999977569,-0.004463132448610685,2.66314762069621,1,VDP,vdp_072,20260751,S,5.501000000549538e-06,0.11815090099977624,0.3379052,2.6377986675153937,-9.458946089280218e-06,0.009609889296324876
True,False,0.1202610000000277,-0.006146019897096955,3.0666285522540364,1,VDP,vdp_073,20260751,S,5.501000000549538e-06,0.12026650100002825,0.5537592,3.0334667186901396,-8.48666639891027e-06,0.010931991888876294
True,False,0.09157939999931841,-0.0003055876132700419,3.4340695770995175,0,VDP,vdp_074,20260751,S,5.501000000549538e-06,0.09158490099931896,0.2951662,3.4302981963061905,-1.0921492685223022e-05,0.001099432345965769
True,False,0.10458790000029694,-0.0038198934850453004,2.8269523711559175,1,VDP,vdp_075,20260751,S,5.501000000549538e-06,0.10459340100029749,0.1842628,2.8189013393666826,-1.3160621500363234e-05,0.0028560885323654643
True,False,0.1053992000006474,-0.00067864850772964,2.6889004998740216,1,VDP,vdp_076,20260751,S,5.501000000549538e-06,0.10540470100064794,0.3751854,2.6862909996860385,-9.622479855975197e-06,0.0009714138149173349
True,False,0.12174870000035298,-0.0003604233190437345,2.975721480426719,2,VDP,vdp_077,20260751,S,5.501000000549538e-06,0.12175420100035353,0.3379552,2.947640264025606,-1.0049608549056455e-05,0.009526676896034179
True,False,0.11976580000009562,-0.002032850685812826,3.329204469468383,1,VDP,vdp_078,20260751,S,5.501000000549538e-06,0.11977130100009617,0.2370008,3.3187042383971797,-1.0249110104165737e-05,0.003163955061049583
True,False,0.11988329999985581,-0.004266638371162923,3.1737740765472733,1,VDP,vdp_079,20260751,S,5.501000000549538e-06,0.11988880099985635,0.3446927,3.1549659987354475,-1.1283186638233467e-05,0.005961420129207204
True,False,0.12599050000062562,-0.0030259274598972152,2.9747823318227313,1,VDP,vdp_080,20260751,S,5.501000000549538e-06,0.12599600100062616,0.3990658,2.943602236685497,-9.429031144814193e-06,0.01059249607458628
True,False,0.09311189999971248,-0.0002884264423719807,2.59710326408319,0,VDP,vdp_081,20260751,S,5.501000000549538e-06,0.09311740099971302,0.1641112,2.5960937362731333,-1.2443834634612294e-05,0.00038886416000758677
True,False,0.11097539999991568,-0.0013785117001703928,3.248083344039972,1,VDP,vdp_082,20260751,S,5.501000000549538e-06,0.11098090099991623,0.3661005,3.237781123450595,-1.1495875903266839e-05,0.003181876784307591
True,False,0.0916479999996227,-0.0003646127863460302,2.50028438954688,0,VDP,vdp_083,20260751,S,5.501000000549538e-06,0.09165350099962324,0.1789825,2.4994091496022164,-1.2263879651253085e-05,0.0003501787391643045
True,False,0.09453120000034687,-0.0003774669666043451,2.45885027761227,0,VDP,vdp_084,20260751,S,5.501000000549538e-06,0.09453670100034742,0.3794826,2.4548241449430477,-8.610621862359391e-06,0.0016400900559480878
True,False,0.09048890000030951,-0.0004003896915104055,3.5956992666339205,0,VDP,vdp_085,20260751,S,5.501000000549538e-06,0.09049440100031006,0.1951176,3.591243964356063,-1.4906831674765808e-05,0.0012406013966406702
True,False,0.10292730000037409,-7.005626715295143e-05,2.62636948968456,1,VDP,vdp_086,20260751,S,5.501000000549538e-06,0.10293280100037464,0.2463917,2.625961574586411,-1.1018520200078985e-05,0.00015533932487687123
True,False,0.09214989999964018,-0.0007295967885921351,2.584062658638624,0,VDP,vdp_087,20260751,S,5.501000000549538e-06,0.09215540099964073,0.4132027,2.581458884031324,-9.353241362530795e-06,0.0010086446169669749
True,False,0.11321349999980157,-0.0056020123125674615,3.7531435530994606,1,VDP,vdp_088,20260751,S,5.501000000549538e-06,0.11321900099980212,0.2405118,3.701034563827527,-6.595005612397564e-06,0.01407957379842565
True,False,0.09963900000002468,-0.0033137643330836686,2.5873811488066365,1,VDP,vdp_089,20260751,S,5.501000000549538e-06,0.09964450100002523,0.3478779,2.583007263083346,-7.709473479111661e-06,0.0016933307876452986
True,False,0.11352500000066357,-0.006364223256019985,2.6567304511613345,1,VDP,vdp_090,20260751,S,5.501000000549538e-06,0.11353050100066411,0.3940153,2.630118953169067,-9.55098070354321e-06,0.010117982671545253
True,False,0.09281379999993078,-0.0008314672948709356,3.4555043303061663,0,VDP,vdp_091,20260751,S,5.501000000549538e-06,0.09281930099993133,0.5722531,3.450381457405512,-6.936974890681125e-06,0.0014847265335429323
True,False,0.10148260000005394,-0.001077722470876341,3.3810283384707356,1,VDP,vdp_092,20260751,S,5.501000000549538e-06,0.10148810100005448,0.3628759,3.375108733209726,-9.11146262766449e-06,0.001753900608523573
True,False,0.1139536999999109,-0.0067372190404915155,3.0887441984097026,1,VDP,vdp_093,20260751,S,5.501000000549538e-06,0.11395920099991144,0.3547754,3.056790297474149,-1.0391320385993996e-05,0.010453416108379158
True,False,0.09737800000038987,-0.007644175799130626,2.6713214565037213,0,VDP,vdp_094,20260751,S,5.501000000549538e-06,0.09738350100039042,0.5366527,2.658959491006202,-7.903674081599643e-06,0.004649174062009159
True,False,0.09547079999993002,-0.00036961939343777006,3.2138345238857835,0,VDP,vdp_095,20260751,S,5.501000000549538e-06,0.09547630099993057,0.242739,3.212135700891917,-1.1993345153671342e-05,0.0005288764710017933
True,False,0.0965728000001036,-0.0002971556078915638,3.575952730694933,0,VDP,vdp_096,20260751,S,5.501000000549538e-06,0.09657830100010414,0.2972396,3.57199930266621,-9.17959222523912e-06,0.001106782978869092
True,False,0.11817530000007537,-0.0010974448058099773,3.277869558166001,1,VDP,vdp_097,20260751,S,5.501000000549538e-06,0.11818080100007591,0.4329877,3.2698815563453434,-9.857507971278157e-06,0.002442902497540455
True,False,0.09559239999998681,-0.0013247047389243205,2.468593653178311,0,VDP,vdp_098,20260751,S,5.501000000549538e-06,0.09559790099998736,0.1565593,2.464326263093122,-1.2136518604377589e-05,0.0017316660334708934
True,False,0.09701870000026247,-0.0007577268662780079,2.8819652294161107,0,VDP,vdp_099,20260751,S,5.501000000549538e-06,0.09702420100026302,0.5021142,2.879339963154507,-8.01787388643449e-06,0.0009117597418845182
True,False,0.09970739999971556,-0.0013872207735490805,2.9863871457833215,0,VDP,vdp_100,20260751,S,5.501000000549538e-06,0.09971290099971611,0.4439068,2.980776584153476,-9.652580793773069e-06,0.0018822482904866896
True,False,0.12132429999928718,-0.004562429959564629,3.039810521773981,1,VDP,vdp_101,20260751,S,5.501000000549538e-06,0.12132980099928772,0.5350158,3.011335350344159,-8.017960617945352e-06,0.009455994805283901
True,False,0.11065580000013142,-0.0005060477334058455,2.8112848259154863,1,VDP,vdp_102,20260751,S,5.501000000549538e-06,0.11066130100013197,0.4367821,2.805698836855573,-8.010735840280336e-06,0.0019909439268876966
True,False,0.09540340000057768,-0.0018391472912522855,2.8040641447369987,0,VDP,vdp_103,20260751,S,5.501000000549538e-06,0.09540890100057822,0.1925853,2.7976762153491608,-1.2839797685071375e-05,0.002283298314791122
True,False,0.10460320000038337,-0.0015408840933192058,3.400711144456737,1,VDP,vdp_104,20260751,S,5.501000000549538e-06,0.10460870100038391,0.3185604,3.393397045182783,-8.811839037614622e-06,0.0021553915373200955
True,False,0.09250360000078217,-0.0034448370499795544,2.797430230907933,0,VDP,vdp_105,20260751,S,5.501000000549538e-06,0.09250910100078272,0.383857,2.7893090734226855,-9.90492656266495e-06,0.0029115301572809576
True,False,0.11095579999982874,-0.0015441034612482807,3.4957667966087653,1,VDP,vdp_106,20260751,S,5.501000000549538e-06,0.11096130099982929,0.4296751,3.4722549718156532,-1.0071960113711143e-05,0.0067713416739144825
True,False,0.10312670000075741,-0.0017175407525122366,3.3589142585986234,1,VDP,vdp_107,20260751,S,5.501000000549538e-06,0.10313220100075796,0.2205193,3.3503105947602636,-1.033337694467118e-05,0.0025680197686195126
True,False,0.11279209999975137,-0.0003097653687923474,3.3007385268309286,1,VDP,vdp_108,20260751,S,5.501000000549538e-06,0.11279760099975192,0.182551,3.2922738382363965,-1.4039334151449978e-05,0.002571076711852878
True,False,0.11230320000049687,-0.00527125683949442,3.040170112031971,1,VDP,vdp_109,20260751,S,5.501000000549538e-06,0.11230870100049742,0.3072221,3.0080249844646176,-1.1319079416427513e-05,0.010686456307168864
True,False,0.09490599999935512,-0.000374736815276111,3.3609223704813154,0,VDP,vdp_110,20260751,S,5.501000000549538e-06,0.09491150099935566,0.3164542,3.3561133535515024,-1.2053431226732858e-05,0.0014329125459138488
True,False,0.1028825000003053,-0.005340095730730354,2.5686618546595983,0,VDP,vdp_111,20260751,S,5.501000000549538e-06,0.10288800100030585,0.3620839,2.562043349421227,-6.243501723512956e-06,0.002583291668295266
True,False,0.12297190000026603,-0.0012584828407718462,3.469589369961292,1,VDP,vdp_112,20260751,S,5.501000000549538e-06,0.12297740100026658,0.3250939,3.4454425477134314,-1.1357883625051635e-05,0.007008336930152996
True,False,0.10960290000002715,-0.0024326870392213373,3.206190531915044,1,VDP,vdp_113,20260751,S,5.501000000549538e-06,0.1096084010000277,0.1870187,3.188970152198602,-1.391840907494224e-05,0.005399981465668296
True,False,0.10183260000030714,-0.0011741728180816313,3.292827897452087,1,VDP,vdp_114,20260751,S,5.501000000549538e-06,0.10183810100030768,0.4198739,3.285752544045863,-1.0215243372635463e-05,0.0021533433547955656
True,False,0.11477660000036849,-0.005105670947649021,2.817969326831848,1,VDP,vdp_115,20260751,S,5.501000000549538e-06,0.11478210100036904,0.2548922,2.8068536015247143,-1.1733263148350215e-05,0.003960208434488883
True,False,0.10166959999969549,-0.00022151057370395355,3.039783331139976,1,VDP,vdp_116,20260751,S,5.501000000549538e-06,0.10167510099969604,0.1675364,3.0380068046581226,-1.3538895829945385e-05,0.0005847671174170208
True,False,0.10361550000015995,-0.001619209099355201,3.4549088362541713,1,VDP,vdp_117,20260751,S,5.501000000549538e-06,0.1036210010001605,0.2951174,3.4489188895126985,-1.1069109281502953e-05,0.001736760687439397
True,False,0.09049269999923126,-0.0012132890731268997,3.001004906002141,0,VDP,vdp_118,20260751,S,5.501000000549538e-06,0.09049820099923181,0.389044,2.995333949473629,-9.438231585445767e-06,0.0018932635306017727
True,False,0.11210120000032475,-0.003719645525798676,3.099813136095127,1,VDP,vdp_119,20260751,S,5.501000000549538e-06,0.1121067010003253,0.3282521,3.077201661740351,-1.022039253378848e-05,0.0073480638711171204
True,False,0.11660269999993034,-0.005369251393957608,3.1615520051126325,1,VDP,vdp_120,20260751,S,5.501000000549538e-06,0.11660820099993088,0.3507333,3.1342822084582824,-1.0440862334260004e-05,0.00870049180024658
True,False,0.10750199999984034,-0.003511809426411605,2.597019459126813,1,VDP,vdp_121,20260751,S,5.501000000549538e-06,0.10750750099984088,0.4916259,2.5924275846124645,-6.2750816773871065e-06,0.0017712643321664593
True,False,0.09555559999989782,-0.0006690797484883992,3.3610243507786834,0,VDP,vdp_122,20260751,S,5.501000000549538e-06,0.09556110099989837,0.6038155,3.3561316284476623,-6.8138682820517715e-06,0.0014578457798105446
True,False,0.11114199999974517,-0.001510002117735998,3.263736934054188,1,VDP,vdp_123,20260751,S,5.501000000549538e-06,0.11114750099974571,0.4541955,3.251324081912,-8.963736188638549e-06,0.003817783718099301
True,False,0.1013794999998936,-0.0005084909210812394,2.8855505843305225,1,VDP,vdp_124,20260751,S,5.501000000549538e-06,0.10138500099989414,0.3603939,2.8806399111001215,-1.0076662246116808e-05,0.0017047160984885327
True,False,0.11384499999985565,-0.00417014191904469,2.830179866374334,1,VDP,vdp_125,20260751,S,5.501000000549538e-06,0.11385050099985619,0.3218717,2.821534201854341,-9.857383113653917e-06,0.0030641714405980993
True,False,0.09422730000005686,-0.0005519603513832738,3.422105058026817,0,VDP,vdp_126,20260751,S,5.501000000549538e-06,0.0942328010000574,0.4274227,3.417493772441855,-9.670389055860262e-06,0.0013493179189225575
True,False,0.10169649999988906,-1.779319048411665e-05,3.4657038324965517,0,VDP,vdp_127,20260751,S,5.501000000549538e-06,0.1017020009998896,0.2301379,3.463003181335393,-1.0520835753091706e-05,0.0007798581230633692
True,False,0.09541910000007192,-0.007553143501859316,2.5918111366944694,0,VDP,vdp_128,20260751,S,5.501000000549538e-06,0.09542460100007247,0.6806358,2.5814731536962934,-4.7327237439054315e-06,0.00400468352087006
True,False,0.1120599999994738,-0.0003843233183914996,3.48424014816151,1,VDP,vdp_129,20260751,S,5.501000000549538e-06,0.11206550099947435,0.3062405,3.4649477831822026,-1.155912037598128e-05,0.005567866007374354
